cluster,mean_english,mean_code_switched,mean_target,delta_cs,delta_target,n_neurons
1,110.914112,69.119601,67.312915,-41.794511,-43.601197,6
2,7.207767,7.316055,7.202452,0.108288,-0.005315,1020
