cluster,mean_english,mean_code_switched,mean_target,delta_cs,delta_target,n_neurons
1,0.610227,0.188317,0.154523,-0.42191,-0.455703,14463
2,1.270673,2.868128,3.179375,1.597455,1.908703,3748
