cluster,mean_english,mean_code_switched,mean_target,delta_cs,delta_target,n_neurons
1,0.733539,2.137792,2.394825,1.404253,1.661286,1367
2,0.402199,0.247525,0.226072,-0.154674,-0.176127,12455
