cluster,mean_english,mean_code_switched,mean_target,delta_cs,delta_target,n_neurons
1,0.228711,0.042282,0.045336,-0.18643,-0.183375,2095
2,18.103266,7.713613,7.315113,-10.389652,-10.788153,16
3,3.903504,0.689293,0.620503,-3.214211,-3.283001,420
4,25.366957,27.873357,28.106448,2.5064,2.739491,6
5,0.709607,7.738016,8.048218,7.028409,7.338611,33
6,0.411963,2.344629,2.381271,1.932666,1.969308,337
