cluster,mean_english,mean_code_switched,mean_target,delta_cs,delta_target,n_neurons
1,0.003253,0.003229,0.003503,-2.3e-05,0.000251,9171
2,0.122499,0.100268,0.092576,-0.022231,-0.029923,3045
