cluster,mean_english,mean_code_switched,mean_target,delta_cs,delta_target,n_neurons
1,0.001653,0.001547,0.00151,-0.000106,-0.000143,17731
2,0.022266,0.019643,0.018759,-0.002623,-0.003507,3219
